system   D            wsystem.c:583  maybe_parent_dir                 [   0.00067] Also searching C:\Users\student\Desktop\AI\Playground\Storm\Flocking\
display  D   display_settings.c:377  _al_score_display_settings       [   0.02676] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02677] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02678] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02679] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02681] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02682] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02683] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02684] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02685] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02687] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02688] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02689] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02690] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02691] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02693] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02694] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02695] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02696] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02698] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02699] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02700] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02702] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02703] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02704] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02706] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02708] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02710] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02711] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02713] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02714] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02716] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02717] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02718] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02719] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02721] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02722] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02723] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02724] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02726] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02727] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02728] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02730] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02731] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02732] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02733] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02735] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02736] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02737] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02739] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02740] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02741] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02743] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02744] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02745] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02746] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02748] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02749] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02750] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02752] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02753] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02754] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02755] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02757] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02758] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02759] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02760] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02762] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02763] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02764] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02765] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02767] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02768] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02769] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.02775] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.02808] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.02811] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   0.03437] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   0.05657] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   0.05660] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.05662] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.05669] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.05671] Returning d3d_display: 004727D0
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   0.05673] al_display=004727D0
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   0.05675] al_display->vt=00472708
audio-dsound D           dsound.cpp:244  _dsound_open                     [   0.05840] Loading DirectSound module
system   D            wsystem.c:583  maybe_parent_dir                 [   0.05851] Also searching C:\Users\student\Desktop\AI\Playground\Storm\Flocking\
system   D            wsystem.c:633  _al_win_safe_load_library        [   0.05862] PathFindOnPath found: C:\windows\system32\dsound.dll
system   D            wsystem.c:544  load_library_at_path             [   0.05864] Calling LoadLibrary C:\windows\system32\dsound.dll
system   I            wsystem.c:547  load_library_at_path             [   0.05957] Loaded C:\windows\system32\dsound.dll
audio-dsound I           dsound.cpp:261  _dsound_open                     [   0.05962] Starting DirectSound...
audio-dsound D           dsound.cpp:271  _dsound_open                     [   0.07805] DirectSoundCreate8 succeeded
audio    I              audio.c:288  do_install_audio                 [   0.07878] Using DirectSound driver
audio-dsound D           dsound.cpp:306  _dsound_allocate_voice           [   0.07883] Allocating voice
audio-dsound D           dsound.cpp:365  _dsound_allocate_voice           [   0.07885] Allocated voice
dtor     D               dtor.c:184  _al_register_destructor          [   0.07886] added dtor for object 04447CB0, func 5021250E
dtor     D               dtor.c:184  _al_register_destructor          [   0.07888] added dtor for object 04448108, func 50212919
audio-dsound D           dsound.cpp:462  _dsound_start_voice              [   0.07890] Starting voice
audio-dsound D           dsound.cpp:491  _dsound_start_voice              [   0.07891] CreateSoundBuffer
audio-dsound D           dsound.cpp:500  _dsound_start_voice              [   0.07948] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:506  _dsound_start_voice              [   0.07951] Starting _dsound_update thread
audio-dsound I           dsound.cpp:516  _dsound_start_voice              [   0.07964] Voice started
dtor     D               dtor.c:184  _al_register_destructor          [   0.07966] added dtor for object 0445FA40, func 502123EC
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.07969] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07970] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.07971] 
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.08043] Font cour.ttf loaded with pixel size 0 x 20.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.08044]     ascent=17.0, descent=-6.0, height=23.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.08046] added dtor for object 0447F118, func 50211B36
wav      I                wav.c:107  wav_open                         [   0.08056] Ignoring chunk: fact
dtor     D               dtor.c:184  _al_register_destructor          [   0.08060] added dtor for object 04485F18, func 50212379
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08256] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08259] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08260] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08261] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08262] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08263] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08264] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08266] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08267] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.08268] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.08269] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.08271] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.08272] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.08395] added dtor for object 044864A8, func 50212590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.10875] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.10879] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16236] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16238] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16239] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16241] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16242] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16243] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16244] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16245] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16246] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.16247] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.16248] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.16249] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.16250] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.16561] added dtor for object 04497CC8, func 50212590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.16577] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.16579] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16786] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16788] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16789] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16790] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16791] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16792] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16793] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16794] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16795] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.16796] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.16797] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.16799] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.16800] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.16815] added dtor for object 04497A60, func 50212590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.16828] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.16830] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.18228] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.18231] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.18232] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.18233] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.18234] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.18235] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.18236] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.18237] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.18239] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.18240] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.18241] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.18242] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.18243] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.18265] added dtor for object 0449A108, func 50212590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.18281] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.18283] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19737] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19740] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19741] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19742] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19743] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19744] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19745] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19746] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19747] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.19748] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.19749] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.19751] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.19752] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19772] added dtor for object 0449BB80, func 50212590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.19785] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.19786] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19833] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19835] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19836] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19837] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19838] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19839] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19840] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19841] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19843] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.19844] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.19845] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.19846] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.19847] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19859] added dtor for object 044A39C0, func 50212590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.19870] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.19871] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20220] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20223] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20224] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20225] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20226] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20227] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20228] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20229] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20230] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.20231] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.20232] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.20233] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.20234] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.20478] Glyph 36: 14x14 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20488] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20490] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.21418] Glyph 47: 11x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21428] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21429] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.21467] Glyph 44: 9x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21474] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21476] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.21507] Glyph 42: 12x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21514] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21515] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.21544] Glyph 49: 13x14 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21552] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21554] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.21618] Glyph 48: 13x14 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21626] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21629] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.23061] Glyph 40: 12x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23070] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23072] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.23110] Glyph 55: 11x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23118] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23119] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.23148] Glyph 29: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23155] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23156] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:406  cache_glyph                      [   0.23180] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   0.23187] Glyph 19: 11x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23194] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23195] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.23225] Glyph 17: 5x5 (8x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23236] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23238] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.23289] Glyph 27: 9x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23297] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23298] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.24739] Glyph 54: 10x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.24748] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.24750] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.24788] Glyph 51: 11x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.24796] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.24797] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.24827] Glyph 53: 13x14 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.24834] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.24835] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.24865] Glyph 50: 12x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.24874] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.24875] _al_d3d_sync_bitmap (video) ref count == 2
