system   D            wsystem.c:583  maybe_parent_dir                 [   0.00061] Also searching C:\Users\student\Desktop\AI2_0\Playground\Storm\Pathfinding\game\
display  D   display_settings.c:191  debug_display_settings           [   0.02193] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02194] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02195] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02197] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02198] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02199] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02200] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02201] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02202] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02203] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02204] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02205] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02206] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02208] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02209] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02210] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02211] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02212] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02213] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02214] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02215] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02217] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02218] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02219] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02220] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02221] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02222] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02223] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02224] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02226] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02227] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02228] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02229] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02230] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02231] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02232] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02233] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02234] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02235] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02237] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02238] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02239] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02240] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02241] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02242] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02243] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02244] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02246] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02247] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02248] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02249] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02250] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02251] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02253] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02254] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02255] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02256] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02257] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02258] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02259] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02260] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02261] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02262] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02264] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02265] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02266] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02267] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02268] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02269] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02270] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02271] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02273] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02274] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02275] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.02280] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.02301] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.02304] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   0.02759] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   0.04773] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   0.04776] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.04778] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.04783] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.04786] Returning d3d_display: 006E27A0
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   0.04787] al_display=006E27A0
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   0.04789] al_display->vt=006E26D8
audio-dsound D           dsound.cpp:244  _dsound_open                     [   0.04896] Loading DirectSound module
system   D            wsystem.c:583  maybe_parent_dir                 [   0.04906] Also searching C:\Users\student\Desktop\AI2_0\Playground\Storm\Pathfinding\game\
system   D            wsystem.c:633  _al_win_safe_load_library        [   0.04916] PathFindOnPath found: C:\windows\system32\dsound.dll
system   D            wsystem.c:544  load_library_at_path             [   0.04918] Calling LoadLibrary C:\windows\system32\dsound.dll
system   I            wsystem.c:547  load_library_at_path             [   0.04996] Loaded C:\windows\system32\dsound.dll
audio-dsound I           dsound.cpp:261  _dsound_open                     [   0.05001] Starting DirectSound...
audio-dsound D           dsound.cpp:271  _dsound_open                     [   0.06591] DirectSoundCreate8 succeeded
audio    I              audio.c:288  do_install_audio                 [   0.06659] Using DirectSound driver
audio-dsound D           dsound.cpp:306  _dsound_allocate_voice           [   0.06664] Allocating voice
audio-dsound D           dsound.cpp:365  _dsound_allocate_voice           [   0.06665] Allocated voice
dtor     D               dtor.c:184  _al_register_destructor          [   0.06667] added dtor for object 05BD78E0, func 5346250E
dtor     D               dtor.c:184  _al_register_destructor          [   0.06668] added dtor for object 05BD7D60, func 53462919
audio-dsound D           dsound.cpp:462  _dsound_start_voice              [   0.06670] Starting voice
audio-dsound D           dsound.cpp:491  _dsound_start_voice              [   0.06671] CreateSoundBuffer
audio-dsound D           dsound.cpp:500  _dsound_start_voice              [   0.06724] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:506  _dsound_start_voice              [   0.06727] Starting _dsound_update thread
audio-dsound I           dsound.cpp:516  _dsound_start_voice              [   0.06738] Voice started
dtor     D               dtor.c:184  _al_register_destructor          [   0.06742] added dtor for object 05BE66D8, func 534623EC
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.06746] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.06747] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.06748] 
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.06813] Font cour.ttf loaded with pixel size 0 x 20.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.06815]     ascent=17.0, descent=-6.0, height=23.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.06816] added dtor for object 05C066C8, func 53461B36
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21791] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21793] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21794] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21795] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21796] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21797] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21798] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21799] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21800] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.21801] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.21802] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.21804] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.21805] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.21932] added dtor for object 078A1828, func 53462590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.22397] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.22398] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.28712] Font cour.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.28715]     ascent=10.0, descent=-4.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.28717] added dtor for object 078AE5A0, func 53461B36
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.28727] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.28728] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.28729] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.28730] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.28731] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.28732] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.28733] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.28734] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.28735] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.28736] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.28737] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.28738] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.28739] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.29052] added dtor for object 078AE6F8, func 53462590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.29535] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.29537] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:406  cache_glyph                      [   0.36287] Glyph 3 has zero size.
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.36297] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.36298] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.36299] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.36300] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.36301] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.36302] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.36303] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.36304] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.36305] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.36306] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.36307] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.36308] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.36309] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.36356] Glyph 49: 9x10 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.36363] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.36364] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.36407] Glyph 88: 9x8 (12x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.36414] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.36415] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.36469] Glyph 80: 9x8 (12x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.36475] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.36476] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.36524] Glyph 82: 7x8 (8x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.36530] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.36532] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.36582] Glyph 71: 8x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.36588] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.36589] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.36639] Glyph 72: 8x9 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.36645] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.36646] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.36696] Glyph 86: 7x8 (8x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.36702] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.36703] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.36750] Glyph 51: 7x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.36757] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.36758] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.36806] Glyph 85: 7x8 (8x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.36812] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.36813] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.36861] Glyph 70: 7x8 (8x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.36867] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.36868] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.36917] Glyph 29: 4x8 (4x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.36924] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.36925] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.36976] Glyph 19: 8x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.36982] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.36984] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.37032] Glyph 40: 8x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.37038] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.37039] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.37085] Glyph 79: 7x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.37092] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.37093] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.37141] Glyph 68: 8x8 (8x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.37147] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.37148] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.37196] Glyph 83: 8x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.37202] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.37203] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.37254] Glyph 55: 9x10 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.37260] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.37262] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.37295] Glyph 76: 7x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.37301] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.37303] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.37391] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.37392] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.37520] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.37523] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.37681] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.37684] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.69305] Glyph 87: 8x9 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.69307] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.69309] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.69344] Glyph 75: 9x10 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.69352] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.69353] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.69380] Glyph 81: 9x8 (12x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.69386] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.69387] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.69413] Glyph 74: 8x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.69419] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.69421] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.69446] Glyph 21: 7x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.69453] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.69454] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.69480] Glyph 22: 7x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.69486] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.69487] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.69513] Glyph 20: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.69519] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.69520] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.69545] Glyph 26: 7x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.69552] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.69553] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.69579] Glyph 17: 4x4 (4x4)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.69585] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.69586] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.69612] Glyph 25: 8x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.69618] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.69620] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.69645] Glyph 28: 8x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.69652] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.69653] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.69688] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.69689] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [   2.65257] removed dtor for object 078AE5A0
